mcg,gvh,lip,chg,aac,alm1,alm2,target
0.1318683090132094,-1.2464642158559063,-0.14213381090374028,-0.07053456158585983,0.4584357558339026,-0.8817302338087672,-0.5852525080623231,-1
-2.0196138711176923,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,0.30161268609901976,-0.30701489807304405,-0.06343344986845187,-1
0.49044867236836,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,-0.09044498823818733,-0.2025212006665488,0.05252634084129735,-1
0.6441259709491383,0.3159668831381554,-0.14213381090374028,-0.07053456158585983,0.1447896163641369,0.21545358895943187,-0.5272726127074484,-1
-1.200001612020206,-1.012099551006797,-0.14213381090374028,-0.07053456158585983,0.3800242209664612,-0.8294833851055196,-0.5852525080623231,-1
1.0539321004978817,-0.4652486663588752,-0.14213381090374028,-0.07053456158585983,-1.109794941514925,-0.15027435196330116,0.05252634084129735,-1
-0.8926470148586486,-1.324585770805609,-0.14213381090374028,-0.07053456158585983,-0.482502662575394,-0.9339770825120147,-0.6432324034171973,-1
-1.3024531444073917,-0.8558564411073906,-0.14213381090374028,-0.07053456158585983,0.0663780814966955,-0.6727428389957768,-0.35333292664282456,-1
-1.3536789106009848,-0.07464089161035989,-0.14213381090374028,-0.07053456158585983,-0.3256795928405112,0.5289346811789173,0.690305189744917,-1
-0.22671205434194094,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,0.4584357558339026,-1.1952113260282529,-0.8751519848366959,-1
-0.22671205434194094,-1.6370719906044215,-0.14213381090374028,-0.07053456158585983,0.5368472907013431,-0.7249896876990244,-0.46929271735257383,-1
-1.0975500796330202,0.23784532818845228,-0.14213381090374028,-0.07053456158585983,-0.482502662575394,-1.2474581747315003,-0.9331318801915705,-1
-0.38038935292271947,-1.012099551006797,-0.14213381090374028,-0.07053456158585983,-0.3256795928405112,-0.8817302338087672,-0.5852525080623231,-1
0.23431984140039527,0.3940884380878586,-0.14213381090374028,-0.07053456158585983,-0.3256795928405112,-0.46375544418278664,-0.5852525080623231,-1
-1.251227378213799,-0.15276244656006305,-0.14213381090374028,-0.07053456158585983,-0.16885652310562876,-1.2997050234347478,-0.9911117755464447,-1
-1.0975500796330202,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,-0.3256795928405112,0.16320674025618426,0.4004057129705447,-1
-0.6365181838906839,0.0034806633393432624,-0.14213381090374028,-0.07053456158585983,-0.9529718717800422,-0.8817302338087672,-0.5852525080623231,-1
-0.12426052195475505,-1.4027073257553122,-0.14213381090374028,-0.07053456158585983,0.3800242209664612,0.581181529882165,0.7482850850997915,-1
-1.200001612020206,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,-0.8745603369126007,-0.6727428389957768,-0.4113128219976992,-1
-0.2779378205355339,0.9409393227357797,-0.14213381090374028,-0.07053456158585983,-0.8745603369126007,-1.03847077991851,-0.7591921941269466,-1
-0.32916358672912654,0.0034806633393432624,-0.14213381090374028,-0.07053456158585983,-0.9529718717800422,-0.9862239312152623,-2.614548845482932,-1
-0.7901954824714628,-1.7151935455541245,-0.14213381090374028,-0.07053456158585983,1.791431848580405,-1.8744203591704711,-1.8028303105146886,-1
0.23431984140039527,0.7065746578866712,-0.14213381090374028,-0.07053456158585983,-0.7177372671777184,-0.35926174677629136,-0.12141334522332647,-1
-0.8414212486650557,-2.2620444302020464,-0.14213381090374028,-0.07053456158585983,0.4584357558339026,-1.5609392669509858,-1.2810112523208175,-1
-0.5340666515034983,-0.4652486663588752,-0.14213381090374028,-0.07053456158585983,-0.16885652310562876,-0.9862239312152623,-1.2810112523208175,-1
-0.8926470148586486,-0.6214917762582816,-0.14213381090374028,-0.07053456158585983,-0.16885652310562876,0.16320674025618426,0.4004057129705447,-1
-1.0975500796330202,-0.38712711140917205,-0.14213381090374028,-0.07053456158585983,-0.2472680579730702,-0.411508595479539,-0.17939324057820108,-1
-1.3024531444073917,0.4722099930375617,-0.14213381090374028,-0.07053456158585983,-0.012033453370745927,-0.46375544418278664,-0.23737313593307569,-1
-0.175486288148348,-0.6214917762582816,-0.14213381090374028,-0.07053456158585983,0.22320115123157833,-0.30701489807304405,-0.06343344986845187,-1
-0.175486288148348,-0.4652486663588752,-0.14213381090374028,-0.07053456158585983,-0.2472680579730702,-0.5160022928860342,-0.23737313593307569,-1
0.33677137378758115,-0.5433702213085784,-0.14213381090374028,-0.07053456158585983,-0.482502662575394,-0.777236536402272,-0.5272726127074484,-1
-0.6365181838906839,-0.9339779960570938,-0.14213381090374028,-0.07053456158585983,-0.9529718717800422,-0.30701489807304405,-0.06343344986845187,-1
0.49044867236836,0.4722099930375617,-0.14213381090374028,-0.07053456158585983,-1.2666180112498073,-0.2025212006665488,0.05252634084129735,-1
