feat_0,target
0.4967141530112327,1.0
-0.13826430117118466,1.0
0.6476885381006925,1.0
1.5230298564080254,1.0
-0.23415337472333597,1.0
-0.23413695694918055,1.0
1.5792128155073915,1.0
0.7674347291529088,1.0
-0.4694743859349521,1.0
0.5425600435859647,1.0
-0.46341769281246226,1.0
-0.46572975357025687,1.0
0.24196227156603412,1.0
-1.913280244657798,1.0
-1.7249178325130328,1.0
-0.5622875292409727,1.0
-1.0128311203344238,1.0
0.3142473325952739,1.0
-0.9080240755212109,1.0
-1.4123037013352915,1.0
1.465648768921554,1.0
-0.22577630048653566,1.0
0.06752820468792384,1.0
-1.4247481862134568,1.0
-0.5443827245251827,1.0
0.11092258970986608,1.0
-1.1509935774223028,1.0
0.37569801834567196,1.0
-0.600638689918805,1.0
-0.2916937497932768,1.0
-0.6017066122293969,1.0
1.8522781845089378,1.0
-0.013497224737933921,1.0
-1.0577109289559004,1.0
0.822544912103189,1.0
-1.2208436499710222,1.0
0.2088635950047554,1.0
-1.9596701238797756,1.0
-1.3281860488984305,1.0
0.19686123586912352,1.0
0.7384665799954104,1.0
0.1713682811899705,1.0
-0.11564828238824053,1.0
-0.3011036955892888,1.0
-1.4785219903674274,1.0
-0.7198442083947086,1.0
-0.4606387709597875,1.0
1.0571222262189157,1.0
0.3436182895684614,1.0
-1.763040155362734,1.0
0.324083969394795,1.0
-0.38508228041631654,1.0
-0.6769220003059587,1.0
0.6116762888408679,1.0
1.030999522495951,1.0
0.9312801191161986,1.0
-0.8392175232226385,1.0
-0.3092123758512146,1.0
0.33126343140356396,1.0
0.9755451271223592,1.0
-0.47917423784528995,1.0
-0.18565897666381712,1.0
-1.1063349740060282,1.0
-1.1962066240806708,1.0
0.812525822394198,1.0
1.356240028570823,1.0
-0.07201012158033385,1.0
1.0035328978920242,1.0
0.36163602504763415,1.0
-0.6451197546051243,1.0
0.36139560550841393,1.0
1.5380365664659692,1.0
-0.03582603910995154,1.0
1.5646436558140062,1.0
-2.6197451040897444,1.0
0.8219025043752238,1.0
0.08704706823817122,1.0
-0.29900735046586746,1.0
0.0917607765355023,1.0
-1.9875689146008928,1.0
-0.21967188783751193,1.0
0.3571125715117464,1.0
1.477894044741516,1.0
-0.5182702182736474,1.0
-0.8084936028931876,1.0
-0.5017570435845365,1.0
0.9154021177020741,1.0
0.32875110965968446,1.0
-0.5297602037670388,1.0
0.5132674331133561,1.0
0.09707754934804039,1.0
0.9686449905328892,1.0
-0.7020530938773524,1.0
-0.3276621465977682,1.0
-0.39210815313215763,1.0
-1.4635149481321186,1.0
0.29612027706457605,1.0
0.26105527217988933,1.0
0.00511345664246089,1.0
